Total Citation,No Citations,paper file name,author,subject,createdDate,url,error message
"134","10.3077","DAC-2004-10(06)-0518.PDF","Yoonna Oh, Maher N. Mneimneh, Zaher S. Andraus, Karem A. Sakallah, Igor L. Markov","A Minimally-Unsatisfiable Subformula Extractor","2004","http://scholar.google.com/scholar?start=0&num=1&hl=en&as_sdt=0&q=as_subj%3D%22=A+Minimally-Unsatisfiable+Subformula+Extractor%22+author%3D%22Yoonna+Oh%2C+Maher+N.+Mneimneh%2C+Zaher+S.+Andraus%2C+Karem+A.+Sakallah%2C+Igor+L.+Markov%22&btnG=",""
